hit	similarity
claforan in sodium chloride 0.9% in plastic container	0.40305575728416443
enfuvirtide	0.40303587913513184
dabigatran etexilate mesylate	0.40303465723991394
methyldopa and chlorothiazide	0.4030166268348694
baraclude	0.4028790295124054
ingenol mebutate	0.40287351608276367
aminess 5.2% essential amino acids w/ histadine	0.4028574228286743
fenofibric acid	0.40283724665641785
zofran and dextrose in plastic container	0.4027303159236908
estrogens, conjugated synthetic a	0.4027012288570404
tylenol w/ codeine no. 4	0.40244728326797485
propoxyphene hydrochloride 65	0.40243589878082275
entecavir	0.4024203419685364
aminosyn 3.5% m in plastic container	0.4023928642272949
chlorprothixene	0.4023886024951935
tazobactam sodium	0.40237903594970703
iobenguane sulfate i 131	0.40235474705696106
lomefloxacin hydrochloride	0.40233704447746277
sotalol hydrochloride	0.40228480100631714
epivir	0.4022795259952545
lumacaftor	0.40225282311439514
desmopressin acetate	0.4022274613380432
clindamycin phosphate and benzoyl peroxide	0.4022042453289032
pramoxine hydrochloride	0.4021763205528259
carbenicillin disodium	0.40217119455337524
norvir	0.4021252393722534
azlocillin sodium	0.40195679664611816
colistimethate sodium	0.4019359350204468
mesoridazine besylate	0.4018899202346802
guanidine hydrochloride	0.40185678005218506
darifenacin	0.40185341238975525
tiopronin	0.40182656049728394
streptomycin sulfate	0.4018198549747467
hydroxystilbamidine isethionate	0.4018164873123169
spironolactone and hydrochlorothiazide	0.40180760622024536
amphetamine aspartate monohydrate	0.40177398920059204
nizatidine	0.40176963806152344
fentanyl hydrochloride	0.40176376700401306
doxy 100	0.4017553925514221
cyclothiazide	0.4016622304916382
verapamil hcl	0.40158969163894653
baricitinib	0.40153416991233826
tolterodine tartrate	0.4015016555786133
fondaparinux sodium	0.40145230293273926
doripenem	0.4014422297477722
phenoxybenzamine hydrochloride	0.40140336751937866
lidocaine hydrochloride 0.2% in dextrose 5% in plastic container	0.40136298537254333
lidocaine hydrochloride 0.4% in dextrose 5% in plastic container	0.40136298537254333
lidocaine hydrochloride 0.8% in dextrose 5% in plastic container	0.40136298537254333
isoetharine hydrochloride	0.40123677253723145
isoetharine hydrochloride s/f	0.40123677253723145
mefoxin in sodium chloride 0.9% in plastic container	0.4012346863746643
metaxalone	0.4011947512626648
tolterodine	0.4011906385421753
heparin sodium 1,000 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 10,000 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 12,500 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 2,000 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 20,000 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 25,000 units in dextrose 5% in plastic container	0.4011771082878113
heparin sodium 5,000 units in dextrose 5% in plastic container	0.4011771082878113
hydromorphone hydrochloride	0.40117302536964417
methazolamide	0.40115875005722046
levofloxacin in dextrose 5% in plastic container	0.4011383354663849
hydrocortisone and acetic acid	0.4010283648967743
pertuzumab	0.4010075330734253
emedastine difumarate	0.4009985327720642
argatroban	0.40097472071647644
oxyphenonium bromide	0.400920569896698
azactam in plastic container	0.40090906620025635
stalevo 200	0.4008581340312958
decamethonium bromide	0.4008294641971588
cysteamine hydrochloride	0.40082311630249023
ixabepilone	0.4007348418235779
lesinurad	0.4007156193256378
sustiva	0.40067535638809204
zonisamide	0.40061959624290466
phenylbutazone	0.4005780518054962
cefotiam hydrochloride	0.40056249499320984
methdilazine	0.4005357027053833
gemfibrozil	0.400484561920166
alclometasone dipropionate	0.40039291977882385
sulfisoxazole acetyl	0.40036824345588684
chloromycetin	0.4003158211708069
glecaprevir	0.4003077745437622
lithium carbonate	0.400294691324234
ganciclovir sodium	0.4002494215965271
levopropoxyphene napsylate anhydrous	0.4002203941345215
etodolac	0.40013396739959717
stelazine	0.4000985622406006
naftifine hydrochloride	0.4000890254974365
alfentanil hydrochloride	0.40008828043937683
naphazoline hydrochloride	0.40003931522369385
doxil	0.39995869994163513
dexmethylphenidate hydrochloride	0.39994996786117554
fosamprenavir calcium	0.39991170167922974
ibrutinib	0.39990970492362976
trientine hydrochloride	0.39986953139305115
propantheline bromide	0.3997717499732971
doxacurium chloride	0.3997686207294464
modafinil	0.3997587561607361
brompheniramine maleate	0.39971789717674255
siponimod fumaric acid	0.39968013763427734
valsartan and hydrochlorothiazide	0.39967963099479675
metoprolol succinate	0.3996226191520691
survanta	0.399603009223938
cefmenoxime hydrochloride	0.3995418846607208
elbasvir	0.3995378911495209
sulfaphenazole	0.3994956910610199
clarinex	0.39943453669548035
arbutamine hydrochloride	0.3994154632091522
heparin sodium 10,000 units in dextrose 5%	0.39941322803497314
heparin sodium 12,500 units in dextrose 5%	0.39941322803497314
heparin sodium 25,000 units in dextrose 5%	0.39941322803497314
colfosceril palmitate	0.39936450123786926
victrelis	0.39935052394866943
almotriptan malate	0.399336576461792
ciprofloxacin	0.39928022027015686
lodoxamide tromethamine	0.39926719665527344
ritodrine hydrochloride	0.3992288410663605
methamphetamine hydrochloride	0.399186909198761
ciprofloxacin in dextrose 5%	0.3990781605243683
crofelemer	0.3990304172039032
ranolazine	0.39895007014274597
aminosyn ii 3.5% m in dextrose 5% in plastic container	0.3989178538322449
aminosyn ii 4.25% m in dextrose 10% in plastic container	0.3989178538322449
marcaine hydrochloride preservative free	0.3989044427871704
advil multi-symptom cold & flu	0.39885708689689636
valstar preservative free	0.3988393247127533
methysergide maleate	0.39880695939064026
principen w/ probenecid	0.3987792730331421
probenecid	0.3987792730331421
testosterone enanthate and estradiol valerate	0.39873167872428894
rifamycin sodium	0.3987315893173218
hectorol	0.39872080087661743
hydroxychloroquine sulfate	0.3987002968788147
telotristat etiprate	0.3986768126487732
acetophenazine maleate	0.3986683487892151
velcade	0.39866358041763306
stilphostrol	0.3986506462097168
simvastatin	0.3985998034477234
coly-mycin s	0.3985837996006012
amphetamine sulfate	0.3985776901245117
hydrocortisone sodium succinate	0.3983800709247589
lumefantrine	0.3983553647994995
prosol 20% sulfite free in plastic container	0.39830389618873596
rosuvastatin zinc	0.39829593896865845
niaspan titration starter pack	0.398282915353775
methotrexate sodium preservative free	0.3982151746749878
mifepristone	0.39818310737609863
lisinopril and hydrochlorothiazide	0.39817583560943604
cefditoren pivoxil	0.39814698696136475
cisatracurium besylate preservative free	0.39812925457954407
phenaphen w/ codeine no. 2	0.39805251359939575
revlimid	0.39805150032043457
imodium a-d	0.39804697036743164
risedronate sodium	0.39792391657829285
esomeprazole sodium	0.39785125851631165
mirabegron	0.3978503942489624
fosnetupitant chloride hydrochloride	0.3977203071117401
micafungin sodium	0.3977043032646179
phenaphen w/ codeine no. 4	0.3976803421974182
remeron	0.3976295590400696
cryptenamine tannates	0.3976028263568878
fexofenadine hcl	0.3975920081138611
pentazocine lactate	0.3975834548473358
choline fenofibrate	0.39750075340270996
metoclopramide hcl	0.39749303460121155
troleandomycin	0.39748263359069824
ceftaroline fosamil	0.39740967750549316
metronidazole in plastic container	0.39733871817588806
defibrotide sodium	0.39732199907302856
capreomycin sulfate	0.3972865641117096
beclomethasone dipropionate monohydrate	0.3972699046134949
benzamycin	0.3972240090370178
methadone hydrochloride	0.39707067608833313
methadone hydrochloride intensol	0.39707067608833313
piperacillin sodium	0.39705902338027954
cefotetan and dextrose in duplex container	0.39705467224121094
linaclotide	0.39701300859451294
amikacin sulfate	0.3969348073005676
pantoprazole sodium	0.39684468507766724
dobutamine hydrochloride in dextrose 5% in plastic container	0.3967283070087433
ticagrelor	0.39672616124153137
bexarotene	0.39669302105903625
tykerb	0.3966920077800751
8-mop	0.39666134119033813
cefuroxime and dextrose in duplex container	0.39666056632995605
etidocaine hydrochloride	0.3965546786785126
dextroamphetamine sulfate	0.39651066064834595
peg 3350 and electrolytes	0.3964994251728058
children's ibuprofen	0.39632225036621094
ibuprofen	0.39632225036621094
colyte with flavor packs	0.39629924297332764
losartan potassium and hydrochlorothiazide	0.3962410092353821
rosiglitazone	0.39610883593559265
cefepime in plastic container	0.3961035907268524
flovent diskus 100	0.3960209786891937
phensuximide	0.39601874351501465
clindamycin phosphate in 0.9% sodium chloride	0.39591020345687866
imatinib mesylate	0.3958912491798401
homatropine methylbromide and hydrocodone bitartrate	0.395862877368927
hydrocodone bitartrate and homatropine methylbromide	0.395862877368927
penciclovir	0.39582639932632446
ciprofloxacin in dextrose 5% in plastic container	0.39580807089805603
olanzapine	0.39572882652282715
cephalothin sodium w/ sodium chloride in plastic container	0.39570656418800354
pramlintide acetate	0.39565491676330566
penicillin g potassium	0.39564210176467896
indomethacin sodium	0.39562904834747314
milrinone lactate in dextrose 5% in plastic container	0.395617812871933
mycophenolic acid	0.39550653100013733
bretylium tosylate in dextrose 5% in plastic container	0.39532577991485596
mestranol	0.39527544379234314
flurandrenolide	0.39526480436325073
penicillin v	0.39525994658470154
buprenorphine hydrochloride	0.39525723457336426
choloxin	0.39521974325180054
naloxone hcl	0.3951634466648102
disulfiram	0.39511746168136597
mipomersen sodium	0.39505547285079956
ethinyl estradiol	0.39499831199645996
viocin sulfate	0.3949728310108185
cyclacillin	0.39488255977630615
hydralazine hydrochloride	0.3948383927345276
pravastatin sodium	0.3948064148426056
gonadorelin acetate	0.3946329951286316
levofloxacin	0.39462828636169434
caffeine citrate	0.3945847451686859
edoxaban tosylate	0.3945128321647644
ibandronate sodium	0.39439111948013306
prevacid naprapac 500	0.39438769221305847
femara	0.3943594694137573
kisqali femara co-pack	0.3943594694137573
ceftazidime in dextrose container	0.394323468208313
velpatasvir	0.394278347492218
naproxen sodium	0.3942781984806061
sulfisoxazole diolamine	0.3942760229110718
quinethazone	0.3941890001296997
ferrous fumarate	0.3941456973552704
eprosartan mesylate	0.39413681626319885
lifitegrast	0.3940685987472534
abarelix	0.39404356479644775
alfuzosin hydrochloride	0.3940392732620239
nadolol and bendroflumethiazide	0.39396414160728455
tolazoline hydrochloride	0.39393851161003113
miconazole 3	0.3938409388065338
atropine sulfate	0.3938153386116028
itraconazole	0.3937220573425293
vaprisol in 5% dextrose in plastic container	0.39368516206741333
fostamatinib disodium	0.39363887906074524
stalevo 100	0.39361169934272766
estradiol acetate	0.39343899488449097
lidocaine hydrochloride 5% and dextrose 7.5%	0.3933853507041931
naldemedine tosylate	0.3933098316192627
gabapentin	0.3932918310165405
bethanidine sulfate	0.3931756913661957
fomivirsen sodium	0.393142968416214
children's fexofenadine hydrochloride allergy	0.3931327164173126
fexofenadine hydrochloride allergy	0.3931327164173126
dorzolamide hydrochloride	0.3929923474788666
cholestyramine light	0.3929053843021393
chlordiazepoxide hydrochloride	0.392901211977005
isavuconazonium sulfate	0.3928743600845337
amphetamine aspartate	0.39285171031951904
procainamide hcl	0.39284512400627136
natural estrogenic substance-estrone	0.3928335905075073
pitavastatin magnesium	0.3928196132183075
cefpiramide sodium	0.39278918504714966
penbutolol sulfate	0.3927793502807617
acticlate cap	0.3927212357521057
tenofovir	0.3927004933357239
metharbital	0.39269572496414185
achromycin v	0.3926379382610321
aralen phosphate w/ primaquine phosphate	0.3926078975200653
fluconazole in dextrose 5% in plastic container	0.3925991356372833
demeclocycline hydrochloride	0.39251697063446045
ulipristal acetate	0.39249300956726074
nelarabine	0.3923892378807068
curosurf	0.3923123776912689
elotuzumab	0.392272412776947
trisenox	0.3921299874782562
cefoxitin and dextrose in duplex container	0.3921166658401489
amifostine	0.3921041786670685
stadol preservative free	0.39209598302841187
paclitaxel	0.3920280337333679
synagis	0.39201512932777405
butorphanol tartrate preservative free	0.39199337363243103
ammonium chloride in plastic container	0.3919607996940613
ceftriaxone in plastic container	0.39194637537002563
propoxyphene napsylate	0.3919299244880676
balsalazide disodium	0.3919134736061096
cardene in 0.83% sodium chloride in plastic container	0.3918170928955078
cardene in 0.86% sodium chloride in plastic container	0.3918170928955078
hexylcaine hydrochloride	0.39178723096847534
methotrexate preservative free	0.39175233244895935
histamine phosphate	0.39171791076660156
nimbex preservative free	0.39158982038497925
ethinyl	0.391587495803833
codeine phosphate	0.3915688991546631
empracet w/ codeine phosphate #3	0.3915688991546631
empracet w/ codeine phosphate #4	0.3915688991546631
m-zole 7 dual pack	0.3913939893245697
xeljanz xr	0.3913456201553345
flibanserin	0.39125996828079224
persantine	0.3910512328147888
fluorometholone acetate	0.39100557565689087
lidocaine hydrochloride 0.2% in dextrose 5%	0.3909778296947479
lidocaine hydrochloride 0.4% in dextrose 5%	0.3909778296947479
diphenidol hydrochloride	0.39097148180007935
pirfenidone	0.3909710645675659
mivacurium chloride	0.3908175528049469
zinc bacitracin,neomycin sulfate,polymyxin b sulfate & hydrocortisone	0.39080801606178284
nitrostat	0.39079880714416504
escitalopram	0.39077815413475037
tetracycline phosphate complex	0.39056113362312317
nexium iv	0.39053982496261597
infasurf preservative free	0.3904987573623657
chlormezanone	0.3904830813407898
norethindrone	0.39044588804244995
sandostatin	0.3903820812702179
dantrolene sodium	0.39034080505371094
oxiconazole nitrate	0.3903179466724396
lanadelumab	0.39020025730133057
apremilast	0.39015236496925354
felbatol	0.39014506340026855
tobramycin sulfate	0.39011281728744507
medroxyprogesterone acetate	0.39002102613449097
atracurium besylate preservative free	0.390013188123703
gallamine triethiodide	0.38999053835868835
albamycin	0.38993364572525024
polyethylene glycol 3350 and electrolytes	0.3899332880973816
loxitane c	0.38992416858673096
dexbrompheniramine maleate	0.3898146450519562
naproxen	0.38978591561317444
sulfonamides duplex	0.38975226879119873
cefizox in plastic container	0.38974496722221375
thiabendazole	0.38973695039749146
ancef in sodium chloride 0.9% in plastic container	0.38973671197891235
signifor lar kit	0.3896651268005371
carisoprodol	0.3896492123603821
prezista	0.3895837664604187
sodium iodide i 131	0.38956892490386963
eltrombopag	0.389560729265213
metyrapone	0.38954007625579834
mepenzolate bromide	0.38953354954719543
febuxostat	0.38947272300720215
sermorelin acetate	0.38946494460105896
conjugated estrogens/medroxyprogesterone acetate	0.389384001493454
arimidex	0.3893778920173645
butoconazole nitrate	0.38935548067092896
brexanolone	0.38935109972953796
methylprednisolone sodium succinate	0.3893235921859741
sodium lactate 0.167 molar in plastic container	0.38926851749420166
sodium lactate 1/6 molar in plastic container	0.38926851749420166
econazole nitrate	0.38926053047180176
moxifloxacin	0.3892548680305481
brevicon 21-day	0.3892471194267273
ethionamide	0.38920703530311584
lidocaine hydrochloride viscous	0.389173686504364
pirbuterol acetate	0.38910579681396484
nicoderm cq	0.3891003131866455
nipride rtu in sodium chloride 0.9%	0.38904741406440735
benznidazole	0.3890441656112671
tri-norinyl 28-day	0.3888972997665405
dostinex	0.3888876140117645
netarsudil dimesylate	0.3888383209705353
ethacrynic acid	0.3887094259262085
oxamniquine	0.38865530490875244
erythromycin ethylsuccinate	0.3885630965232849
parnate	0.388413667678833
meclomen	0.3884076178073883
florone e	0.38837966322898865
cryptenamine acetates	0.38837671279907227
ammonium chloride 0.9% in normal saline	0.3883625864982605
aminosyn ii 3.5% w/ electrolytes in dextrose 25% in plastic container	0.3883344531059265
aminosyn ii 4.25% w/ electrolytes in dextrose 25% in plastic container	0.3883344531059265
sildenafil citrate	0.3883282542228699
arformoterol tartrate	0.3882572054862976
naloxegol oxalate	0.38822996616363525
lemborexant	0.3882129490375519
ilosone sulfa	0.3881780207157135
flovent diskus 50	0.38816019892692566
sodium phenylacetate and sodium benzoate	0.38813623785972595
travasol 3.5% sulfite free w/ electrolytes in plastic container	0.3881344795227051
travasol 5.5% sulfite free w/ electrolytes in plastic container	0.3881344795227051
travasol 8.5% sulfite free w/ electrolytes in plastic container	0.3881344795227051
gentamicin sulfate	0.38810300827026367
spiriva	0.3880854845046997
dienogest	0.38801515102386475
iofetamine hydrochloride i-123	0.38799887895584106
lorfan	0.38797593116760254
temovate e	0.3879382312297821
ultravist 300 in plastic container	0.38793545961380005
azithromycin dihydrate	0.3879034221172333
tolmetin sodium	0.3878909945487976
dexamethasone sodium phosphate preservative free	0.38773617148399353
allopurinol sodium	0.3876982033252716
liquid pred	0.387678861618042
oncaspar	0.3876357674598694
cidofovir	0.38759127259254456
indomethacin	0.3875793218612671
sulfoxone sodium	0.3875020742416382
clarithromycin	0.38748717308044434
sugammadex sodium	0.38745883107185364
calcipotriene and betamethasone dipropionate	0.387419193983078
cipro xr	0.3873717784881592
envarsus xr	0.38733965158462524
sodium chloride 0.9% and potassium chloride 0.075% in plastic container	0.3873392641544342
sodium chloride 0.9% and potassium chloride 0.15% in plastic container	0.3873392641544342
sodium chloride 0.9% and potassium chloride 0.22% in plastic container	0.3873392641544342
sodium chloride 0.9% and potassium chloride 0.3% in plastic container	0.3873392641544342
potassium chloride 0.3% and sodium chloride 0.9% in plastic container	0.3873392343521118
abraxane	0.3872886896133423
demecarium bromide	0.38728129863739014
afinitor	0.38722124695777893
afinitor disperz	0.38722124695777893
remifentanil hydrochloride	0.3871805965900421
belatacept	0.3870707154273987
erythromycin lactobionate	0.38706374168395996
phentermine resin 30	0.3870493471622467
danazol	0.3870355486869812
bupivacaine hydrochloride preservative free	0.38701024651527405
sorbitol-mannitol in plastic container	0.38698357343673706
aminosyn ii 10% in plastic container	0.38696959614753723
aminosyn ii 15% in plastic container	0.38696959614753723
aminosyn ii 3.5% in plastic container	0.38696959614753723
comtan	0.38691097497940063
diflucan in dextrose 5% in plastic container	0.3868761658668518
leucovorin calcium preservative free	0.38684147596359253
aminosyn ii 3.5% m	0.3868158459663391
estrogens, conjugated synthetic b	0.386731892824173
metoclopramide	0.3867124915122986
metoclopramide intensol	0.3867124915122986
pepcid preservative free in plastic container	0.3866026997566223
nabumetone	0.3866012990474701
terbutaline sulfate	0.38659653067588806
bupivacaine hydrochloride and epinephrine	0.38655155897140503
alogliptin	0.3865359425544739
nitrofurantoin	0.3864887058734894
nivolumab	0.38648083806037903
lamisil at	0.38641729950904846
pyridoxine hydrochloride	0.3863166272640228
prednisolone acetate	0.38630440831184387
xalkori	0.38625529408454895
spiriva respimat	0.3862130045890808
eloxatin	0.38620883226394653
cefotaxime and dextrose 2.4% in plastic container	0.3861527442932129
cefotaxime and dextrose 3.9% in plastic container	0.3861527442932129
quinupristin	0.38609400391578674
cefuroxime sodium in plastic container	0.386074423789978
ethacrynate sodium	0.3860608637332916
ampicillin sodium	0.38603270053863525
aminocaproic acid in plastic container	0.3858725428581238
moexipril hydrochloride	0.3858577609062195
tyropanoate sodium	0.38584113121032715
indium in-111 oxyquinoline	0.3858216106891632
hydralazine, hydrochlorothiazide w/ reserpine	0.38578736782073975
hydrochlorothiazide w/ reserpine	0.38578736782073975
marcaine hydrochloride w/ epinephrine preservative free	0.38567858934402466
irbesartan and hydrochlorothiazide	0.38561365008354187
combivent respimat	0.38553106784820557
inversine	0.3855252265930176
bacitracin-neomycin-polymyxin w/ hydrocortisone acetate	0.3854754567146301
hydrocortisone acetate	0.3854754567146301
compound 65	0.38539236783981323
nitro iv	0.3853810131549835
makena preservative free	0.3853134512901306
hydralazine hydrochloride w/ hydrochlorothiazide 100/50	0.38526520133018494
hydralazine hydrochloride w/ hydrochlorothiazide 25/25	0.38526520133018494
hydralazine hydrochloride w/ hydrochlorothiazide 50/50	0.38526520133018494
sevelamer hydrochloride	0.38525691628456116
flovent diskus 250	0.3852333128452301
bretylium tosylate in dextrose 5%	0.38521644473075867
iopamidol-370 in plastic container	0.38518697023391724
clindamycin hydrochloride	0.38513004779815674
potassium chloride 0.037% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.037% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 3.3% and sodium chloride 0.3% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.075% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 3.3% and sodium chloride 0.3% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.11% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 3.3% and sodium chloride 0.3% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.15% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 3.3% and sodium chloride 0.3% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.22% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 10% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 10% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 10% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 3.3% and sodium chloride 0.3% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 5% and sodium chloride 0.11% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 5% and sodium chloride 0.2% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 5% and sodium chloride 0.33% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 5% and sodium chloride 0.45% in plastic container	0.3850772976875305
potassium chloride 0.3% in dextrose 5% and sodium chloride 0.9% in plastic container	0.3850772976875305
potassium chloride 0.037% in sodium chloride 0.9% in plastic container	0.3850332498550415
potassium chloride 0.075% in sodium chloride 0.9% in plastic container	0.3850332498550415
potassium chloride 0.11% in sodium chloride 0.9% in plastic container	0.3850332498550415
potassium chloride 0.149% in sodium chloride 0.45% in plastic container	0.3850332498550415
potassium chloride 0.15% in sodium chloride 0.45% in plastic container	0.3850332498550415
potassium chloride 0.15% in sodium chloride 0.9% in plastic container	0.3850332498550415
potassium chloride 0.22% in sodium chloride 0.9% in plastic container	0.3850332498550415
potassium chloride 0.3% in sodium chloride 0.9% in plastic container	0.3850332498550415
oxcarbazepine	0.38498687744140625
travasol 2.75% sulfite free w/ electrolytes in dextrose 10% in plastic container	0.384948194026947
travasol 2.75% sulfite free w/ electrolytes in dextrose 15% in plastic container	0.384948194026947
travasol 2.75% sulfite free w/ electrolytes in dextrose 20% in plastic container	0.384948194026947
travasol 2.75% sulfite free w/ electrolytes in dextrose 25% in plastic container	0.384948194026947
travasol 2.75% sulfite free w/ electrolytes in dextrose 5% in plastic container	0.384948194026947
travasol 4.25% sulfite free w/ electrolytes in dextrose 10% in plastic container	0.384948194026947
travasol 4.25% sulfite free w/ electrolytes in dextrose 15% in plastic container	0.384948194026947
travasol 4.25% sulfite free w/ electrolytes in dextrose 20% in plastic container	0.384948194026947
travasol 4.25% sulfite free w/ electrolytes in dextrose 25% in plastic container	0.384948194026947
travasol 4.25% sulfite free w/ electrolytes in dextrose 5% in plastic container	0.384948194026947
cytarabine	0.38494786620140076
colestipol hydrochloride	0.38494694232940674
articaine hydrochloride and epinephrine bitartrate	0.3849000930786133
mycophenolate mofetil hydrochloride	0.3848499059677124
mivacron in dextrose 5% in plastic container	0.38483163714408875
potassium chloride 15meq in dextrose 5% and sodium chloride 0.225% in plastic container	0.38473910093307495
potassium chloride 15meq in dextrose 5% and sodium chloride 0.3% in plastic container	0.38473910093307495
potassium chloride 15meq in dextrose 5% and sodium chloride 0.45% in plastic container	0.38473910093307495
potassium chloride 15meq in dextrose 5% and sodium chloride 0.9% in plastic container	0.38473910093307495
sulfur hexafluoride lipid-type a microspheres	0.38473784923553467
telmisartan and amlodipine	0.38472485542297363
celebrex	0.384696364402771
cefizox in dextrose 5% in plastic container	0.3846821188926697
beclomethasone dipropionate	0.3846750855445862
cleocin hydrochloride	0.3846559524536133
triazolam	0.3846534490585327
pembrolizumab	0.3846087157726288
nedocromil sodium	0.3846016228199005
dobutamine hydrochloride in dextrose 5%	0.38459062576293945
tandearil	0.38452014327049255
samarium sm-153 lexidronam pentasodium	0.38449835777282715
cipro in dextrose 5% in plastic container	0.3844592571258545
cocaine hydrochloride	0.3843061923980713
cefobid in plastic container	0.3842601180076599
aminosyn ii 3.5% in dextrose 25% in plastic container	0.3842533230781555
aminosyn ii 3.5% in dextrose 5% in plastic container	0.3842533230781555
aminosyn ii 4.25% in dextrose 10% in plastic container	0.3842533230781555
aminosyn ii 4.25% in dextrose 20% in plastic container	0.3842533230781555
aminosyn ii 4.25% in dextrose 25% in plastic container	0.3842533230781555
aminosyn ii 5% in dextrose 25% in plastic container	0.3842533230781555
aliskiren hemifumarate	0.3842129111289978
netilmicin sulfate	0.3841770887374878
colesevelam hydrochloride	0.3840859830379486
atropine sulfate lifeshield abboject syringe	0.384075403213501
carbatrol	0.3840228319168091
necitumumab	0.38399600982666016
mercaptopurine	0.3839279115200043
midodrine hydrochloride	0.383924275636673
loxitane im	0.3838430941104889
sodium lactate in plastic container	0.3837679624557495
perflubron	0.383764386177063
mometasone furoate	0.3837556838989258
iopromide	0.38373109698295593
valrubicin	0.3836917281150818
